,Daily Returns,Total Returns,Funds,Margin,Portfolio Value,AAPL Position,AAPL Order,AAPL Filled Order,AAPL Trade Price,AAPL Cost to Trade,AAPL PnL,AIG Position,AIG Order,AIG Filled Order,AIG Trade Price,AIG Cost to Trade,AIG PnL,AIR Position,AIR Order,AIR Filled Order,AIR Trade Price,AIR Cost to Trade,AIR PnL,A Position,A Order,A Filled Order,A Trade Price,A Cost to Trade,A PnL
2013-03-05,1.74247105,-22.9449541,-179359.771,191218.61,771201.949,12329,-6300,0,60.21,0.0,19479.82,-2412,-135,-135,38.28,17.8875,-423.6975,0,0,0,16.69,0.0,0.0,-2335,354,354,42.35,47.082,-1631.412
2013-03-04,-1.91530345,-24.68742515,-183615.1015,198290.81,754538.9985,12329,-6495,0,61.11,0.0,-18370.21,-2277,-54,-54,37.78,7.722,-512.442,0,171,171,17.24,21.375,-7.695,-2689,355,355,41.75,57.6875,-262.6875
2013-03-01,-2.0393226,-22.7721217,-194422.747,211602.61,775413.363,12329,-6571,0,62.57,0.0,-19233.24,-2223,-336,-336,37.46,45.864,125.016,-171,534,534,17.41,60.342,67.848,-3044,100,100,41.18,13.05,-1352.85
2013-02-28,-0.52851515,-20.7327991,-200658.531,215194.32,792002.529,12329,-6746,0,63.44,0.0,-5548.05,-1887,-188,-188,37.85,23.594,-461.434,-705,411,411,17.61,47.8815,2.6385,-3144,316,316,41.78,48.506,721.694
2013-02-27,-1.07226305,-20.20428395,-207843.7995,225509.14,800680.1305,12329,-6838,0,64.06,0.0,-7767.27,-1699,-216,-216,37.74,33.588,-158.708,-1116,375,375,17.53,44.8125,-141.5025,-3460,146,146,40.99,22.63,-2655.15
2013-02-26,1.09020895,-19.1320209,-208650.299,228166.13,810297.891,12329,-7223,0,63.4,0.0,10849.52,-1483,-92,-92,37.46,18.722,-916.212,-1491,463,463,17.53,67.135,-257.905,-3606,139,139,40.62,20.3635,1226.6865
2013-02-25,-0.8945522,-20.22222985,-236389.0885,247246.76,790790.2115,12329,-7518,0,64.84,0.0,-14055.06,-1391,-156,-156,38.89,28.626,1973.504,-1954,442,442,18.18,52.156,1226.084,-3745,-29,0,42.09,0.0,1909.95
2013-02-22,0.5641565,-19.32767765,-236263.3865,248208.66,805932.8735,12329,-7699,0,64.18,0.0,8383.72,-1235,-86,-86,39.29,11.997,-1284.087,-2396,268,268,17.96,35.778,-821.418,-3745,-161,0,41.83,0.0,-636.65
2013-02-21,-0.10772035,-19.89183415,-237135.1115,249385.58,797854.3485,12329,-8110,0,63.71,0.0,-4931.6,-1149,-48,-48,37.36,7.632,315.498,-2664,852,852,18.26,104.796,1261.284,-3745,217,217,42.14,28.5355,2277.6145
2013-02-20,-1.4090467,-19.7841138,-271133.488,277909.56,797311.552,12329,-8190,0,65.38,0.0,-19603.11,-1101,-58,-58,38.6,8.207,1125.823,-3516,401,0,18.68,0.0,1336.08,-3962,45,0,42.84,0.0,3050.74
2013-02-19,-0.48660625,-18.3750671,-261354.441,271904.74,820688.889,12329,-8432,0,65.87,0.0,-369.87,-1043,-18,-18,38.36,2.691,-263.261,-3516,549,549,18.39,64.233,-1205.823,-3962,99,99,42.21,19.9485,-3027.1085
2013-02-15,-0.1208252,-17.88846085,-287846.1285,291986.23,814648.5615,12329,-8552,0,66.98,0.0,-11342.68,-1025,-69,-69,39.31,9.522,878.878,-4065,54,54,18.48,6.21,110.88,-4061,-260,-260,43.48,31.46,9144.67
2013-02-14,0.0661739,-17.76763565,-283337.0065,283245.63,821759.7635,12329,-8969,0,66.36,0.0,-739.74,-956,-101,-101,38.64,13.231,-361.501,-4119,1872,1872,18.53,238.68,1116.81,-3801,127,0,44.72,0.0,646.17
2013-02-13,-0.221896,-17.83380955,-317806.5555,315999.12,820783.4445,12329,-8930,0,66.74,0.0,-1479.48,-855,-152,-152,38.93,25.84,-185.44,-5991,1594,0,18.76,0.0,-59.91,-3801,89,0,44.81,0.0,-494.13
2013-02-12,-2.02915235,-17.61191355,-312185.4955,310242.83,822127.6945,12329,-8643,0,68.5,0.0,-21205.88,-703,-151,-151,39.5,21.9705,562.0395,-5991,1183,0,18.72,0.0,419.37,-3801,-122,-122,44.81,16.653,-67.053
2013-02-11,1.0509783,-15.5827612,-303409.912,300158.69,842025.018,12329,-8477,0,68.07,0.0,8753.59,-552,-92,-92,38.89,11.592,-366.712,-5991,1042,0,18.78,0.0,359.46,-3679,-90,-90,45.17,10.575,1763.445
2013-02-08,1.0784762,-16.6337395,-293469.325,291377.89,834431.215,12329,-8266,0,67.71,0.0,11835.84,-460,-109,-109,38.76,15.6415,-71.5615,-5991,826,0,18.66,0.0,-718.92,-3589,-131,-131,45.07,17.2265,-260.5965
2013-02-07,1.8070613,-17.7122157,-280031.127,279610.72,824266.403,12329,-8127,0,66.18,0.0,19109.95,-351,-138,-138,38.84,18.492,32.538,-5991,722,0,18.48,0.0,-1318.02,-3458,-95,-95,44.9,12.445,246.145
2013-02-06,-0.06642805,-19.519277,-268775.35,269185.59,805987.1,12329,-7995,0,65.21,0.0,-863.03,-213,-61,-61,38.49,8.6925,-24.5525,-5991,527,0,18.46,0.0,599.1,-3363,-176,-176,44.72,23.848,-375.798
2013-02-05,2.5183401,-19.45284895,-260976.0995,260192.93,805656.7205,12329,-8011,0,63.44,0.0,27370.38,-152,-102,-102,38.48,12.699,-68.239,-5991,613,0,18.75,0.0,239.64,-3187,32,0,44.56,0.0,-2358.38
2013-02-04,-1.3617727,-21.97118905,-260612.1405,258054.82,776512.1895,12329,-7947,0,64.84,0.0,-19849.69,-50,-43,-43,38.55,6.407,13.763,-5991,107,0,18.92,0.0,2935.59,-3187,61,0,44.8,0.0,3282.61
2013-02-01,-0.6290231,-20.60941635,-260727.7635,257287.01,795478.4465,12329,-7833,0,65.59,0.0,-3328.83,-7,-7,-7,38.19,0.931,-5.621,-5991,-236,-236,18.92,28.91,-1330.41,-3187,13,0,45.08,0.0,-1625.37
2013-01-31,-0.1578956,-19.98039325,-254420.1525,251781.9,799609.7775,12329,-7582,0,65.28,0.0,-2342.51,0,0,0,37.55,0.0,0.0,-5755,-458,-458,19.19,57.708,2004.932,-3187,-163,-163,44.35,22.168,-1241.378
2013-01-30,0.0111325,-19.82249765,-244056.7865,238631.12,799164.8735,12329,-7333,0,65.29,0.0,-2589.09,0,0,0,37.8,0.0,-0.0,-5297,-238,-238,19.6,28.441,1986.799,-3024,-66,-66,44.58,8.184,713.616
2013-01-29,1.73343555,-19.83363015,-240178.8615,232906.93,799907.6985,12329,-7086,0,65.5,0.0,14918.09,0,0,0,37.43,0.0,0.0,-5059,-637,-637,19.75,75.4845,822.3955,-2958,-10,-10,44.96,1.25,1593.87
2013-01-28,1.8887748,-21.5670657,-230904.177,221792.78,783150.143,12329,-7104,0,62.55,0.0,17507.18,0,0,0,37.09,0.0,0.0,-4422,-52,-52,20.03,6.032,1056.288,-2948,182,0,45.19,0.0,324.28
2013-01-25,-2.0569559,-23.4558405,-227144.425,219395.14,767005.075,12329,-6860,0,64.53,0.0,-18740.08,0,0,0,36.75,0.0,0.0,-4370,-126,-126,20.03,17.199,27.761,-2948,40,0,44.73,0.0,-1857.24
2013-01-24,-11.462535,-21.3988846,-221139.606,215139.44,787494.274,12329,-6534,0,65.71,0.0,-111824.03,0,0,0,36.54,0.0,0.0,-4244,114,0,19.74,0.0,-1740.04,-2948,137,0,44.56,0.0,-1061.28
2013-01-23,1.8063312,-9.9363496,-220172.886,214656.08,899801.664,12329,-5769,0,72.69,0.0,16274.28,0,0,0,35.92,0.0,0.0,-4244,-496,-496,19.64,58.528,818.392,-2948,-132,-132,44.54,18.48,970.64
2013-01-22,0.59570145,-11.7426808,-200533.958,197064.76,885574.992,12329,-5228,0,72.08,0.0,8383.72,0,0,0,35.08,0.0,0.0,-3748,-661,-661,19.55,77.0065,-978.7065,-2816,-214,-214,43.96,27.499,-1447.999
2013-01-18,-0.5904947,-12.33838225,-177765.2025,174567.64,877462.9075,12329,-4856,0,71.22,0.0,-4685.02,0,0,0,35.29,0.0,0.0,-3087,-327,-327,19.42,42.837,-491.367,-2602,17,0,44.05,0.0,-728.56
2013-01-17,-0.8953809,-11.74788755,-168520.7855,166791.68,883616.3845,12329,-4284,0,72.9,0.0,-6041.21,0,0,0,35.57,0.0,0.0,-2760,-717,-717,19.29,86.04,-889.29,-2602,-234,-234,43.64,27.729,-2023.309
2013-01-16,3.61121225,-10.85250665,-141675.9465,141404.8,891115.5535,12329,-3783,0,70.66,0.0,35507.52,0,0,0,34.61,0.0,0.0,-2043,-709,-709,19.2,95.715,173.605,-2368,-87,-87,43.15,11.0925,430.9975
2013-01-15,-2.82251395,-14.4637189,-122761.569,123317.59,856435.201,12329,-3092,0,71.19,0.0,-27863.54,0,0,0,34.81,0.0,0.0,-1334,-1083,-1083,18.66,126.1695,-945.5795,-2281,-192,-192,43.15,25.44,583.98
2013-01-14,-3.29726315,-11.64120495,-95441.8395,95486.74,883787.6205,12329,-2309,0,71.81,0.0,-32671.85,0,0,0,35.2,0.0,-0.0,-251,-251,-251,18.97,33.2575,-3.1375,-2089,-516,-516,43.43,67.854,-297.644
2013-01-11,-0.5459466,-8.3439418,-68892.958,68677.18,916198.792,12329,-1229,0,74.43,0.0,-5671.34,0,0,0,35.92,0.0,0.0,0,0,0,19.43,0.0,0.0,-1573,-1108,-1108,43.66,154.566,211.874
2013-01-10,1.126456,-7.7979952,-20344.512,20292.6,922033.998,12329,-297,0,75.51,0.0,11342.68,0,0,0,35.79,0.0,0.0,0,0,0,19.78,0.0,0.0,-465,-465,-465,43.64,64.17,-78.12
2013-01-09,-1.442493,-8.9244512,12.2579999997,0.0,910755.488,12329,-29,0,74.64,0.0,-14424.93,0,0,0,35.8,0.0,0.0,0,0,0,19.7,0.0,0.0,0,0,0,43.0,0.0,0.0
2013-01-08,0.295896,-7.4819582,12.2579999997,0.0,925180.418,12329,-33,0,75.6,0.0,2958.96,0,0,0,35.85,0.0,-0.0,0,0,0,19.7,0.0,-0.0,0,0,0,42.47,0.0,-0.0
2013-01-07,-0.604121,-7.7778542,12.2579999997,0.0,922221.458,12329,-32,0,74.6,0.0,-6041.21,0,0,0,36.1,0.0,-0.0,0,0,0,20.03,0.0,-0.0,0,0,0,42.6,0.0,-0.0
2013-01-04,-2.650735,-7.1737332,12.2579999997,0.0,928262.668,12329,-26,0,76.71,0.0,-26507.35,0,0,0,36.36,0.0,0.0,0,0,0,19.92,0.0,0.0,0,0,0,42.14,0.0,0.0
2013-01-03,-1.220571,-4.5229982,12.2579999997,0.0,954770.018,12329,-31,0,78.27,0.0,-12205.71,0,0,0,36.53,0.0,0.0,0,0,0,19.36,0.0,0.0,0,0,0,41.94,0.0,0.0
2013-01-02,2.971289,-3.3024272,12.2579999997,0.0,966975.728,12329,-45,0,79.12,0.0,29712.89,0,0,0,36.29,0.0,0.0,0,0,0,19.12,0.0,0.0,0,0,0,42.17,0.0,0.0
2012-12-31,3.969938,-6.2737162,12.2579999997,0.0,937262.838,12329,-25,0,72.93,0.0,39699.38,0,0,0,34.76,0.0,0.0,0,0,0,18.03,0.0,0.0,0,0,0,39.69,0.0,0.0
2012-12-28,-0.961662,-10.2436542,12.2579999997,0.0,897563.458,12329,-31,0,72.9,0.0,-9616.62,0,0,0,34.6,0.0,-0.0,0,0,0,18.25,0.0,-0.0,0,0,0,40.22,0.0,-0.0
2012-12-27,0.357541,-9.2819922,12.2579999997,0.0,907180.078,12329,-27,0,73.36,0.0,3575.41,0,0,0,35.5,0.0,0.0,0,0,0,18.37,0.0,0.0,0,0,0,40.82,0.0,-0.0
2012-12-26,-1.257558,-9.6395332,12.2579999997,0.0,903604.668,12329,-23,0,74.14,0.0,-12575.58,0,0,0,35.31,0.0,0.0,0,0,0,18.06,0.0,0.0,0,0,0,41.11,0.0,0.0
2012-12-24,0.147948,-8.3819752,12.2579999997,0.0,916180.248,12329,-28,0,74.34,0.0,1479.48,0,0,0,34.63,0.0,0.0,0,0,0,18.22,0.0,-0.0,0,0,0,40.89,0.0,0.0
2012-12-21,-0.419186,-8.5299232,12.2579999997,0.0,914700.768,12329,-31,0,73.21,0.0,-4191.86,0,0,0,34.92,0.0,-0.0,0,0,0,18.26,0.0,-0.0,0,0,0,40.68,0.0,0.0
2012-12-20,-0.813714,-8.1107372,12.2579999997,0.0,918892.628,12329,-26,0,75.71,0.0,-8137.14,0,0,0,34.94,0.0,0.0,0,0,0,18.95,0.0,-0.0,0,0,0,40.58,0.0,0.0
2012-12-19,-1.331532,-7.2970232,12.2579999997,0.0,927029.768,12329,-33,0,75.92,0.0,-13315.32,0,0,0,35.55,0.0,0.0,0,0,0,17.35,0.0,0.0,0,0,0,41.48,0.0,0.0
2012-12-18,2.650735,-5.9654912,12.2579999997,0.0,940345.088,12329,-39,0,75.0,0.0,26507.35,0,0,0,35.2,0.0,0.0,0,0,0,16.1,0.0,0.0,0,0,0,40.76,0.0,0.0
2012-12-17,1.590441,-8.6162262,12.2579999997,0.0,913837.738,12329,-32,0,72.7,0.0,15904.41,0,0,0,34.62,0.0,0.0,0,0,0,16.0,0.0,0.0,0,0,0,39.98,0.0,0.0
2012-12-14,-3.501436,-10.2066672,12.2579999997,0.0,897933.328,12329,-31,0,73.54,0.0,-35014.36,0,0,0,34.06,0.0,-0.0,0,0,0,15.78,0.0,0.0,0,0,0,39.72,0.0,0.0
2012-12-13,-1.639757,-6.7052312,12.2579999997,0.0,932947.688,12329,-30,0,75.88,0.0,-16397.57,0,0,0,34.84,0.0,-0.0,0,0,0,15.96,0.0,-0.0,0,0,0,40.39,0.0,-0.0
2012-12-12,-0.419186,-5.0654742,12.2579999997,0.0,949345.258,12329,-30,0,78.25,0.0,-4191.86,0,0,0,35.58,0.0,0.0,0,0,0,15.69,0.0,0.0,0,0,0,39.8,0.0,0.0
2012-12-11,2.034285,-4.6462882,12.2579999997,0.0,953537.118,12329,-36,0,77.11,0.0,20342.85,0,0,0,34.28,0.0,0.0,0,0,0,15.47,0.0,0.0,0,0,0,38.75,0.0,0.0
2012-12-10,-0.604121,-6.6805732,12.2579999997,0.0,933194.268,12329,-46,0,75.0,0.0,-6041.21,0,0,0,33.75,0.0,-0.0,0,0,0,15.13,0.0,0.0,0,0,0,37.8,0.0,0.0
2012-12-07,-2.4658,-6.0764522,12.2579999997,0.0,939235.478,12329,-54,0,79.06,0.0,-24658.0,0,0,0,33.82,0.0,0.0,0,0,0,15.23,0.0,0.0,0,0,0,38.5,0.0,0.0
2012-12-06,2.83875225,-3.6106522,12.2579999997,0.0,963893.478,12329,12329,12329,75.56,3914.4575,28387.5225,0,0,0,33.84,0.0,0.0,0,0,0,15.23,0.0,-0.0,0,0,0,38.54,0.0,-0.0
2012-12-05,0.0,-6.44940445,935505.9555,0.0,935505.9555,0,0,0,81.27,0.0,-0.0,0,0,0,33.52,0.0,0.0,0,0,0,15.45,0.0,0.0,0,0,0,38.14,0.0,0.0
2012-12-04,0.0,-6.44940445,935505.9555,0.0,935505.9555,0,0,0,83.11,0.0,-0.0,0,0,0,33.22,0.0,0.0,0,0,0,15.18,0.0,0.0,0,0,0,37.95,0.0,0.0
2012-12-03,0.0,-6.44940445,935505.9555,0.0,935505.9555,0,0,0,84.81,0.0,0.0,0,0,0,33.34,0.0,0.0,0,0,0,15.46,0.0,0.0,0,0,0,38.6,0.0,0.0
2012-11-30,0.0,-6.44940445,935505.9555,0.0,935505.9555,0,0,0,83.83,0.0,-0.0,0,0,0,33.4,0.0,0.0,0,0,0,15.3,0.0,0.0,0,0,0,38.37,0.0,0.0
2012-11-29,0.0,-6.44940445,935505.9555,0.0,935505.9555,0,0,0,84.32,0.0,0.0,0,0,0,32.75,0.0,0.0,0,0,0,15.5,0.0,0.0,0,0,0,38.09,0.0,0.0
2012-11-28,0.0,-6.44940445,935505.9555,0.0,935505.9555,0,0,0,82.47,0.0,0.0,0,0,0,32.21,0.0,0.0,0,0,0,14.77,0.0,0.0,0,0,0,37.12,0.0,0.0
2012-11-27,0.0,-6.44940445,935505.9555,0.0,935505.9555,0,0,0,84.22,0.0,0.0,0,0,0,32.86,0.0,-0.0,0,0,0,14.83,0.0,0.0,0,0,0,37.36,0.0,-0.0
2012-11-26,0.0,-6.44940445,935505.9555,0.0,935505.9555,0,0,0,82.27,0.0,0.0,0,0,0,32.71,0.0,0.0,0,0,0,14.58,0.0,0.0,0,0,0,36.69,0.0,0.0
2012-11-23,0.0,-6.44940445,935505.9555,0.0,935505.9555,0,0,0,81.02,0.0,0.0,0,0,0,32.75,0.0,0.0,0,0,0,14.75,0.0,0.0,0,0,0,36.16,0.0,0.0
2012-11-21,0.0,-6.44940445,935505.9555,0.0,935505.9555,0,0,0,80.61,0.0,0.0,0,0,0,32.62,0.0,0.0,0,0,0,14.32,0.0,0.0,0,0,0,36.32,0.0,0.0
2012-11-20,0.0,-6.44940445,935505.9555,0.0,935505.9555,0,0,0,81.7,0.0,0.0,0,0,0,32.34,0.0,0.0,0,0,0,14.16,0.0,0.0,0,0,0,35.94,0.0,0.0
2012-11-19,0.0,-6.44940445,935505.9555,0.0,935505.9555,0,0,0,77.24,0.0,0.0,0,0,0,32.12,0.0,0.0,0,0,0,13.75,0.0,0.0,0,0,0,37.01,0.0,0.0
2012-11-16,0.0,-6.44940445,935505.9555,0.0,935505.9555,0,0,0,75.03,0.0,0.0,0,0,0,31.37,0.0,0.0,0,0,0,13.51,0.0,0.0,0,0,0,35.79,0.0,0.0
2012-11-15,0.0,-6.44940445,935505.9555,0.0,935505.9555,0,0,0,76.79,0.0,0.0,0,0,0,30.97,0.0,0.0,0,0,0,13.6,0.0,-0.0,0,0,0,36.14,0.0,0.0
2012-11-14,0.0,-6.44940445,935505.9555,0.0,935505.9555,0,0,0,77.93,0.0,0.0,0,0,0,31.51,0.0,0.0,0,0,0,14.01,0.0,0.0,0,0,0,36.42,0.0,0.0
2012-11-13,0.0,-6.44940445,935505.9555,0.0,935505.9555,0,0,0,76.99,0.0,0.0,0,0,0,31.66,0.0,-0.0,0,0,0,14.0,0.0,-0.0,0,0,0,36.66,0.0,-0.0
2012-11-12,0.0,-6.44940445,935505.9555,0.0,935505.9555,0,0,0,79.16,0.0,0.0,0,0,0,32.14,0.0,-0.0,0,0,0,14.16,0.0,0.0,0,0,0,37.06,0.0,0.0
2012-11-09,0.0,-6.44940445,935505.9555,0.0,935505.9555,0,0,0,77.2,0.0,0.0,0,0,0,31.35,0.0,0.0,0,0,0,14.0,0.0,0.0,0,0,0,36.63,0.0,0.0
2012-11-08,-0.25853465,-6.44940445,935505.9555,0.0,935505.9555,0,0,0,80.09,0.0,0.0,0,0,0,32.03,0.0,0.0,0,18271,18271,14.43,2402.6365,-2585.3465,0,0,0,37.58,0.0,0.0
2012-11-07,1.2182785,-6.1908698,657814.162,271872.48,929686.642,0,0,0,81.98,0.0,-0.0,0,1717,1717,32.71,214.625,489.345,-18271,-21736,0,14.88,0.0,11693.44,0,0,0,37.78,0.0,-0.0
2012-11-06,-0.3167392,-7.4091483,597227.977,330354.42,927582.397,0,0,0,84.32,0.0,0.0,-1717,2566,2566,32.89,377.202,-1157.582,-18271,-12136,0,14.99,0.0,-2009.81,0,0,0,37.63,0.0,0.0
2012-11-05,-0.3463584,-7.0924091,518605.079,412052.34,930657.419,0,0,0,83.36,0.0,0.0,-4283,67,67,32.9,11.524,-540.224,-18271,-5990,0,14.84,0.0,-2923.36,0,0,0,37.0,0.0,0.0
2012-11-02,1.82704,-6.7460507,493391.343,425767.12,919158.463,0,0,0,85.13,0.0,-0.0,-4350,-499,0,33.95,0.0,10962.0,-18271,-2850,0,15.22,0.0,7308.4,0,0,0,37.37,0.0,0.0
2012-11-01,-0.30016,-8.5730907,485143.863,429890.86,915034.723,0,0,0,85.46,0.0,0.0,-4350,130,0,35.15,0.0,-1174.5,-18271,-4087,0,15.16,0.0,-1827.1,0,0,0,36.04,0.0,0.0
2012-10-31,-0.1412364,-8.2729307,495409.963,424757.81,920167.773,0,0,0,84.98,0.0,0.0,-4350,119,119,34.18,14.994,-864.234,-18271,-4179,0,15.11,0.0,-548.13,0,0,0,36.0,0.0,0.0
2012-10-26,-0.0355675,-8.1316943,491052.837,428977.58,920030.417,0,0,0,87.06,0.0,-0.0,-4469,-339,-339,34.95,45.765,1106.005,-18271,-4121,0,14.93,0.0,-1461.68,0,0,0,36.17,0.0,0.0
2012-10-25,0.3372716,-8.0961268,485003.392,426101.16,911104.552,0,191,191,88.57,40.874,-126.824,-4130,-324,-324,35.22,42.12,-154.66,-18271,-3200,0,15.36,0.0,3654.2,0,0,0,36.19,0.0,0.0
2012-10-24,0.3521432,-8.4333984,477521.016,432636.64,910157.656,-191,168,168,88.78,43.428,-333.808,-3806,-1294,-1294,35.0,168.22,-529.8,-18271,-4336,0,15.46,0.0,4385.04,0,0,0,35.64,0.0,0.0
2012-10-23,1.1039316,-8.7855416,497844.924,407393.03,905237.954,-359,-1109,0,90.14,0.0,1062.64,-2512,-937,-937,35.03,133.054,1389.306,-18271,-534,0,15.71,0.0,8587.37,0,0,0,35.38,0.0,0.0
2012-10-22,0.7176025,-9.8894732,507622.248,386159.34,893781.588,-359,-2065,0,87.49,0.0,-1242.14,-1575,-652,-652,35.8,118.012,183.438,-18271,-2537,-2537,16.33,276.533,8234.727,0,0,0,35.66,0.0,0.0
2012-10-19,0.50949645,-10.6070757,566755.983,324404.34,891160.323,-359,-3034,0,90.15,0.0,1170.34,-923,-369,-369,37.01,52.9515,1266.9785,-15734,-1211,-1211,16.39,138.054,2657.646,0,0,0,36.47,0.0,-0.0
2012-10-18,-0.0709304,-11.11657215,600613.5885,290818.55,891432.1385,-359,-3657,0,91.37,0.0,613.89,-554,-109,-109,36.86,13.843,-207.743,-14523,-1551,-1551,16.36,172.161,-1115.451,0,0,0,37.59,0.0,-0.0
2012-10-17,0.0286735,-11.04564175,624503.1925,264270.7,888773.8925,-359,-4125,0,92.7,0.0,265.66,-445,47,0,36.64,0.0,-226.95,-12972,-1455,-1455,16.55,170.235,248.025,0,0,0,37.99,0.0,0.0
2012-10-16,-0.1476228,-11.07431525,646639.8175,241247.38,887887.1975,-359,-4702,0,90.77,0.0,-771.85,-445,130,0,36.69,0.0,-26.7,-11517,-1024,-1024,16.7,117.248,-677.678,0,0,0,37.47,0.0,0.0
2012-10-15,-0.0338555,-10.92669245,667347.2655,222401.88,889749.1455,-359,-5196,0,90.34,0.0,-258.48,-445,158,0,35.71,0.0,-369.35,-10493,-1134,-1134,16.59,138.915,289.275,0,0,0,37.32,0.0,0.0
2012-10-12,-0.12422205,-10.89283695,690686.0405,201395.42,892081.4605,-359,-5722,0,89.94,0.0,-93.34,-445,234,0,35.31,0.0,97.9,-9359,-1323,-1323,16.39,150.1605,-1246.7805,0,0,0,37.69,0.0,0.0
2012-10-11,0.074391,-10.7686149,708264.551,181839.26,890103.811,-359,-6013,0,92.4,0.0,667.74,-445,268,0,35.94,0.0,-84.55,-8036,-1188,-1188,16.51,142.56,160.72,0,0,0,37.77,0.0,0.0
2012-10-10,-0.0798802,-10.8430059,731841.371,160315.19,892156.561,-359,-6430,0,91.39,0.0,-258.48,-445,186,0,35.54,0.0,-17.8,-6848,-809,-809,16.31,95.462,-522.522,0,0,0,38.18,0.0,0.0
2012-10-09,0.0670129,-10.7631257,742414.323,148479.05,890893.373,-359,-7712,0,91.24,0.0,118.47,-445,-422,-422,36.0,64.355,178.095,-6039,-5848,-5848,16.51,713.456,373.564,0,0,0,38.66,0.0,0.0
2012-10-08,0.6076704,-10.8301386,854014.954,37196.4,891211.354,-359,8640,8640,92.41,1771.2,6053.14,-23,-20,-20,34.99,2.34,-22.55,-191,-172,-172,16.84,19.006,46.114,0,0,0,38.59,0.0,0.0
2012-10-05,1.826317,-11.437809,13824.6,855600.91,869425.51,-8999,8939,0,95.03,0.0,18267.97,-3,0,0,35.2,0.0,-0.84,-19,-10,-10,16.86,1.17,-3.96,0,0,0,39.45,0.0,0.0
2012-10-04,0.5956746,-13.264126,-1476.71,863167.85,861691.14,-8999,8930,0,95.89,0.0,5939.34,-3,-138,-138,34.51,20.217,18.963,-9,-9,-9,16.69,1.107,-1.557,0,0,0,39.22,0.0,0.0
2012-10-03,-1.294865,-13.8598006,10517.684,854725.02,869861.054,-8999,8804,0,94.98,0.0,-13048.55,135,-147,0,33.6,0.0,99.9,0,0,0,16.87,0.0,0.0,0,0,0,39.0,0.0,0.0
2012-10-02,-0.240138,-12.5649356,18436.804,850765.46,873720.714,-8999,8889,0,94.54,0.0,-2429.73,135,-146,0,33.48,0.0,28.35,0,0,0,16.84,0.0,0.0,0,0,0,39.08,0.0,0.0
2012-10-01,0.996235,-12.3247976,-5680.516,862824.12,861633.704,-8999,9106,0,95.88,0.0,9898.9,135,-118,0,33.02,0.0,63.45,0,0,0,16.56,0.0,0.0,0,0,0,38.5,0.0,0.0
2012-09-28,1.821262,-13.3210326,-25118.356,872543.04,851851.334,-8999,9019,0,96.96,0.0,18267.97,135,-131,0,32.91,0.0,-55.35,0,0,0,16.5,0.0,-0.0,0,0,0,38.48,0.0,-0.0
2012-09-27,-2.063695,-15.1422946,11957.524,854005.1,870444.624,-8999,8897,0,94.9,0.0,-20697.7,135,-164,0,33.02,0.0,60.75,0,0,0,16.28,0.0,0.0,0,0,0,38.49,0.0,0.0
2012-09-26,1.066426,-13.0785996,618.784,859674.47,864714.504,-8999,9186,0,95.53,0.0,10708.81,135,-73,0,32.84,0.0,-44.55,0,0,0,15.98,0.0,0.0,0,0,0,38.48,0.0,0.0
2012-09-25,2.2033308,-14.1450256,-49595.636,884781.68,839651.844,-8999,9390,0,98.32,0.0,22137.54,135,-66,-66,34.14,9.372,-104.232,0,0,0,16.5,0.0,0.0,0,0,0,38.86,0.0,0.0
2012-09-24,1.20523865,-16.3483564,-48239.904,882981.88,841555.876,-8999,9555,0,98.12,0.0,11968.67,201,201,201,33.35,26.8335,83.7165,0,0,0,16.56,0.0,-0.0,0,0,0,38.87,0.0,-0.0
2012-09-21,-0.17998,-17.55359505,-81465.2805,902959.66,821494.3795,-8999,9682,0,100.34,0.0,-1799.8,0,253,0,34.09,0.0,0.0,0,0,0,16.31,0.0,0.0,0,0,0,39.53,0.0,0.0
2012-09-20,0.440951,-17.37361505,-73186.2005,898820.12,825633.9195,-8999,9661,0,99.88,0.0,4409.51,0,244,0,33.99,0.0,-0.0,0,0,0,17.72,0.0,0.0,0,0,0,39.55,0.0,-0.0
2012-09-19,-0.026997,-17.81456605,-76065.8805,900259.96,824194.0795,-8999,9670,0,100.04,0.0,-269.97,0,237,0,34.58,0.0,0.0,0,0,0,17.11,0.0,0.0,0,0,0,39.53,0.0,0.0
2012-09-18,-0.26997,-17.78756905,-74986.0005,899720.02,824734.0195,-8999,9665,0,99.98,0.0,-2699.7,0,217,0,34.86,0.0,0.0,0,0,0,17.15,0.0,0.0,0,0,0,39.56,0.0,-0.0
2012-09-17,-1.097878,-17.51759905,-73726.1405,899090.09,825363.9495,-8999,9563,0,99.91,0.0,-10978.78,0,145,0,34.9,0.0,-0.0,0,0,0,17.04,0.0,0.0,0,0,0,39.46,0.0,0.0
2012-09-14,-1.061882,-16.41972105,-49428.8405,886941.44,837512.5995,-8999,9320,0,98.56,0.0,-10618.82,0,46,0,34.83,0.0,0.0,0,0,0,17.18,0.0,0.0,0,0,0,38.44,0.0,0.0
2012-09-13,-1.700811,-15.35783905,-17212.4205,870833.23,853620.8095,-8999,9036,0,96.77,0.0,-17008.11,0,0,0,33.99,0.0,0.0,0,0,0,16.84,0.0,0.0,0,0,0,37.46,0.0,0.0
