,Daily Returns,Total Returns,Funds,Margin,Portfolio Value,AAPL Position,AAPL Order,AAPL Filled Order,AAPL Trade Price,AAPL Cost to Trade,AAPL PnL,AIG Position,AIG Order,AIG Filled Order,AIG Trade Price,AIG Cost to Trade,AIG PnL,AIR Position,AIR Order,AIR Filled Order,AIR Trade Price,AIR Cost to Trade,AIR PnL,A Position,A Order,A Filled Order,A Trade Price,A Cost to Trade,A PnL
2015-08-12,0.07671085,-35.98924565,-100739.7865,748662.25,647922.4635,0,0,0,112.53,0.0,0.0,-11874,13759,0,62.6,0.0,593.7,0,0,0,26.66,0.0,-0.0,-137,447,447,39.05,64.5915,173.4085
2015-08-11,0.868752,-36.0659565,-129198.745,771651.7,642452.955,0,0,0,117.81,0.0,-0.0,-11874,13884,0,63.01,0.0,8074.32,0,0,0,27.03,0.0,-0.0,-584,255,0,40.19,0.0,613.2
2015-08-10,-0.740472,-36.9347085,-151342.785,782723.72,631380.935,0,0,0,116.53,0.0,0.0,-11874,13821,0,63.94,0.0,-7124.4,0,0,0,26.82,0.0,0.0,-584,183,0,40.24,0.0,-280.32
2015-08-07,-0.431746,-36.1942365,-130565.225,772334.94,641769.715,0,0,0,114.58,0.0,0.0,-11874,13692,0,63.07,0.0,-4393.38,0,0,0,26.74,0.0,-0.0,-584,212,0,40.14,0.0,75.92
2015-08-06,-0.036204,-35.7624905,-129373.985,771739.32,642365.335,0,0,0,115.97,0.0,0.0,-11874,13668,0,62.98,0.0,-712.44,0,0,0,27.07,0.0,0.0,-584,253,0,40.95,0.0,350.4
2015-08-05,-0.742028,-35.7262865,-124375.225,769239.94,644864.715,0,0,0,112.95,0.0,0.0,-11874,13760,0,62.77,0.0,-7361.88,0,0,0,27.2,0.0,0.0,-584,183,0,40.94,0.0,-58.4
2015-08-04,2.171386,-34.9842585,-146460.865,780282.76,633821.895,0,0,0,117.42,0.0,-0.0,-11874,13978,0,63.7,0.0,21491.94,0,0,0,26.92,0.0,0.0,-584,137,0,40.94,0.0,221.92
2015-08-03,-0.038542,-37.1556445,-159023.945,786564.3,627540.355,0,0,0,121.5,0.0,0.0,-11874,14055,0,64.23,0.0,-356.22,0,0,0,27.0,0.0,0.0,-584,21,0,40.92,0.0,-29.2
2015-07-31,0.488002,-37.1171025,-167962.545,791033.6,623071.055,0,0,0,122.6,0.0,0.0,-11874,14068,0,64.6,0.0,4868.34,0,0,0,26.75,0.0,0.0,-584,18,0,41.05,0.0,11.68
2015-07-30,-0.0223133,-37.6051045,-162765.185,788434.92,625669.735,0,0,0,122.32,0.0,0.0,-11874,13886,0,64.42,0.0,118.74,0,0,0,27.11,0.0,0.0,-584,-34,-34,40.26,4.233,-341.873
2015-07-29,-1.0425363,-37.5827912,-145744.952,779242.5,633497.548,0,0,0,123.15,0.0,-0.0,-11874,13764,0,63.75,0.0,-10449.12,0,0,0,26.81,0.0,0.0,-550,-38,-38,40.5,5.643,23.757
2015-07-28,-0.5393122,-36.5402549,-142025.949,776616.32,634590.371,0,0,0,123.38,0.0,0.0,-11874,13618,0,63.68,0.0,-4987.08,0,0,0,27.09,0.0,0.0,-512,-101,-101,40.0,15.352,-406.042
2015-07-27,0.46263,-36.0009427,-125782.437,766482.24,640699.803,0,0,0,123.09,0.0,-0.0,-11874,13729,0,63.2,0.0,4749.6,0,0,0,27.48,0.0,-0.0,-411,-111,0,39.04,0.0,-123.3
2015-07-24,0.62769,-36.4635727,-150172.497,778677.27,628504.773,0,0,0,125.32,0.0,0.0,-11874,13915,0,64.19,0.0,5937.0,0,0,0,28.46,0.0,-0.0,-411,-180,-180,40.11,21.24,339.9
2015-07-23,0.47451295,-37.0912627,-152788.257,776385.87,623597.613,0,0,0,126.2,0.0,0.0,-11874,13836,0,64.6,0.0,4749.6,0,0,0,29.04,0.0,0.0,-231,-197,-197,40.37,30.8305,-4.4705
2015-07-22,-0.64378,-37.56577565,-128107.4965,760084.46,631976.9635,0,0,0,121.99,0.0,0.0,-11874,13803,0,63.9,0.0,-6411.96,0,0,0,29.28,0.0,-0.0,-34,-130,0,39.29,0.0,-25.84
2015-07-21,0.0484854,-36.92199565,-131953.4165,762007.42,630054.0035,0,0,0,132.85,0.0,0.0,-11874,13914,0,64.06,0.0,474.96,0,0,0,29.81,0.0,0.0,-34,-34,-34,39.97,3.706,9.894
2015-07-20,0.011874,-36.97048105,-134152.9305,762429.54,628276.6095,0,0,0,130.97,0.0,0.0,-11874,13929,0,64.21,0.0,118.74,0,0,0,30.0,0.0,0.0,0,0,0,40.06,0.0,0.0
2015-07-17,0.130614,-36.98235505,-130353.2505,760529.7,630176.4495,0,0,0,129.08,0.0,0.0,-11874,13988,0,64.05,0.0,1306.14,0,0,0,30.46,0.0,-0.0,0,0,0,40.2,0.0,-0.0
2015-07-16,-0.154362,-37.11296905,-141039.8505,765873.0,624833.1495,0,0,0,127.74,0.0,0.0,-11874,13939,0,64.5,0.0,-1543.62,0,0,0,31.12,0.0,0.0,0,0,0,40.36,0.0,0.0
2015-07-15,-0.546204,-36.95860705,-126078.6105,758392.38,632313.7695,0,0,0,125.72,0.0,0.0,-11874,13760,0,63.87,0.0,-5462.04,0,0,0,32.43,0.0,0.0,0,0,0,40.42,0.0,-0.0
2015-07-14,-0.225606,-36.41240305,-115392.0105,753049.08,637657.0695,0,0,0,126.04,0.0,0.0,-11874,13626,0,63.42,0.0,-2256.06,0,0,0,32.17,0.0,0.0,0,0,0,40.05,0.0,0.0
2015-07-13,-0.902424,-36.18679705,-107317.6905,749011.92,641694.2295,0,0,0,125.03,0.0,0.0,-11874,13496,0,63.08,0.0,-9024.24,0,0,0,31.38,0.0,0.0,0,0,0,39.72,0.0,0.0
2015-07-10,-1.021164,-35.28437305,-97818.4905,744262.32,646443.8295,0,0,0,121.94,0.0,0.0,-11874,13276,0,62.68,0.0,-10211.64,0,0,0,30.97,0.0,0.0,0,0,0,39.29,0.0,0.0
2015-07-09,-0.71244,-34.26320905,-78345.1305,734525.64,656180.5095,0,0,0,123.85,0.0,0.0,-11874,13141,0,61.86,0.0,-7124.4,0,0,0,31.01,0.0,0.0,0,0,0,39.27,0.0,0.0
2015-07-08,1.24677,-33.55076905,-78820.0905,734763.12,655943.0295,0,0,0,124.48,0.0,-0.0,-11874,13138,0,61.88,0.0,12467.7,0,0,0,30.84,0.0,-0.0,0,0,0,39.48,0.0,-0.0
2015-07-07,-0.427464,-34.79753905,-78107.6505,734406.9,656299.2495,0,0,0,125.89,0.0,-0.0,-11874,13063,0,61.85,0.0,-4274.64,0,0,0,31.17,0.0,0.0,0,0,0,39.53,0.0,0.0
2015-07-06,0.273102,-34.37007505,-69320.8905,730013.52,660692.6295,0,0,0,124.94,0.0,0.0,-11874,13189,0,61.48,0.0,2731.02,0,0,0,31.06,0.0,0.0,0,0,0,39.11,0.0,0.0
2015-07-02,0.320598,-34.64317705,-92831.4105,741768.78,648937.3695,0,0,0,126.43,0.0,0.0,-11874,13411,0,62.47,0.0,3205.98,0,0,0,31.93,0.0,0.0,0,0,0,39.36,0.0,0.0
2015-07-01,-0.629322,-34.96377505,-99718.3305,745212.24,645493.9095,0,0,0,126.9,0.0,0.0,-11874,13361,0,62.76,0.0,-6293.22,0,0,0,32.19,0.0,0.0,0,0,0,38.89,0.0,0.0
2015-06-30,-0.273102,-34.33445305,-87369.3705,739037.76,651668.3895,0,0,0,125.57,0.0,0.0,-11874,13177,0,62.24,0.0,-2731.02,0,0,0,32.1,0.0,0.0,0,0,0,39.08,0.0,0.0
2015-06-29,1.353636,-34.06135105,-75257.8905,732982.02,657724.1295,0,0,0,125.46,0.0,-0.0,-11874,13290,0,61.73,0.0,13536.36,0,0,0,32.38,0.0,-0.0,0,0,0,39.6,0.0,-0.0
2015-06-26,-0.35622,-35.41498705,-99955.8105,745330.98,645375.1695,0,0,0,127.67,0.0,0.0,-11874,13481,0,62.77,0.0,-3562.2,0,0,0,32.24,0.0,0.0,0,0,0,40.0,0.0,0.0
2015-06-25,0.581826,-35.05876705,-102330.6105,746518.38,644187.7695,0,0,0,128.86,0.0,0.0,-11874,13551,0,62.87,0.0,5818.26,0,0,0,31.78,0.0,0.0,0,0,0,39.8,0.0,0.0
2015-06-24,0.47496,-35.64059305,-108980.0505,749843.1,640863.0495,0,0,0,127.21,0.0,0.0,-11874,13592,0,63.15,0.0,4749.6,0,0,0,31.75,0.0,-0.0,0,0,0,39.47,0.0,0.0
2015-06-23,-0.878676,-36.11555305,-108505.0905,749605.62,641100.5295,0,0,0,127.48,0.0,-0.0,-11874,13444,0,63.13,0.0,-8786.76,0,0,0,31.89,0.0,0.0,0,0,0,39.89,0.0,0.0
2015-06-22,-0.89055,-35.23687705,-90219.1305,740462.64,650243.5095,0,0,0,127.49,0.0,0.0,-11874,13264,0,62.36,0.0,-8905.5,0,0,0,31.54,0.0,0.0,0,0,0,39.81,0.0,0.0
2015-06-19,0.546204,-34.34632705,-83569.6905,737137.92,653568.2295,0,0,0,127.71,0.0,-0.0,-11874,13257,0,62.08,0.0,5462.04,0,0,0,30.38,0.0,0.0,0,0,0,39.8,0.0,-0.0
2015-06-18,-0.510582,-34.89253105,-88556.7705,739631.46,651074.6895,0,0,0,127.23,0.0,0.0,-11874,13282,0,62.29,0.0,-5105.82,0,0,0,30.25,0.0,0.0,0,0,0,39.8,0.0,0.0
2015-06-17,0.142488,-34.38194905,-87369.3705,739037.76,651668.3895,0,0,0,127.72,0.0,0.0,-11874,13268,0,62.24,0.0,1424.88,0,0,0,30.09,0.0,0.0,0,0,0,39.76,0.0,-0.0
2015-06-16,0.700566,-34.52443705,-86656.9305,738681.54,652024.6095,0,0,0,127.03,0.0,0.0,-11874,13088,0,62.21,0.0,7005.66,0,0,0,29.52,0.0,0.0,0,0,0,39.59,0.0,0.0
2015-06-15,-0.807432,-35.22500305,-65046.2505,727876.2,662829.9495,0,0,0,126.1,0.0,0.0,-11874,13033,0,61.3,0.0,-8074.32,0,0,0,30.13,0.0,-0.0,0,0,0,39.63,0.0,-0.0
2015-06-12,0.11874,-34.41757105,-77395.2105,734050.68,656655.4695,0,0,0,128.18,0.0,-0.0,-11874,13098,0,61.82,0.0,1187.4,0,0,0,29.7,0.0,0.0,0,0,0,40.33,0.0,-0.0
2015-06-11,-0.368094,-34.53631105,-74307.9705,732507.06,658199.0895,0,0,0,129.18,0.0,0.0,-11874,12800,0,61.69,0.0,-3680.94,0,0,0,29.46,0.0,0.0,0,0,0,40.57,0.0,0.0
2015-06-10,-2.006706,-34.16821705,-40348.3305,715527.24,675178.9095,0,0,0,127.92,0.0,0.0,-11874,12394,0,60.26,0.0,-20067.06,0,0,0,29.2,0.0,0.0,0,0,0,40.4,0.0,0.0
2015-06-09,-0.391842,-32.16151105,-22537.3305,706621.74,684084.4095,0,0,0,126.7,0.0,0.0,-11874,12448,0,59.51,0.0,-3918.42,0,0,0,29.56,0.0,-0.0,0,0,0,39.93,0.0,0.0
2015-06-08,0.997416,-31.76966905,-46047.8505,718377.0,672329.1495,0,0,0,128.9,0.0,0.0,-11874,12760,0,60.5,0.0,9974.16,0,0,0,30.05,0.0,-0.0,0,0,0,40.26,0.0,-0.0
2015-06-05,0.130614,-32.76708505,-61484.0505,726095.1,664611.0495,0,0,0,129.5,0.0,0.0,-11874,12784,0,61.15,0.0,1306.14,0,0,0,29.95,0.0,0.0,0,0,0,40.54,0.0,0.0
2015-06-04,0.5937,-32.89769905,-50085.0105,720395.58,670310.5695,0,0,0,129.58,0.0,-0.0,-11874,12535,0,60.67,0.0,5937.0,0,0,0,30.04,0.0,-0.0,0,0,0,40.89,0.0,-0.0
2015-06-03,-1.697982,-33.49139905,-30374.1705,710540.16,680165.9895,0,0,0,130.66,0.0,0.0,-11874,12194,0,59.84,0.0,-16979.82,0,0,0,30.07,0.0,0.0,0,0,0,41.31,0.0,0.0
2015-06-02,-1.1874,-31.79341705,-8051.0505,699378.6,691327.5495,0,0,0,129.86,0.0,0.0,-11874,12012,0,58.9,0.0,-11874.0,0,0,0,29.46,0.0,0.0,0,0,0,40.94,0.0,0.0
2015-06-01,-0.083118,-30.60601705,-8288.5305,699497.34,691208.8095,0,0,0,130.28,0.0,0.0,-11874,12104,0,58.91,0.0,-831.18,0,0,0,29.66,0.0,0.0,0,0,0,41.43,0.0,0.0
2015-05-29,0.997416,-30.52289905,-18975.1305,704840.64,685865.5095,0,0,0,131.23,0.0,-0.0,-11874,12180,0,59.36,0.0,9974.16,0,0,0,29.96,0.0,0.0,0,0,0,41.79,0.0,0.0
2015-05-28,-0.071244,-31.52031505,-17550.2505,704128.2,686577.9495,0,0,0,131.86,0.0,-0.0,-11874,12165,0,59.3,0.0,-712.44,0,0,0,29.84,0.0,0.0,0,0,0,42.45,0.0,-0.0
2015-05-27,-0.189984,-31.44907105,-17075.2905,703890.72,686815.4295,0,0,0,130.34,0.0,0.0,-11874,12257,0,59.28,0.0,-1899.84,0,0,0,29.92,0.0,-0.0,0,0,0,42.27,0.0,0.0
2015-05-26,0.77181,-31.25908705,-28474.3305,709590.24,681115.9095,0,0,0,132.6,0.0,0.0,-11874,12422,0,59.76,0.0,7718.1,0,0,0,31.11,0.0,0.0,0,0,0,42.48,0.0,-0.0
2015-05-22,0.403716,-32.03089705,-37261.0905,713983.62,676722.5295,0,0,0,131.6,0.0,0.0,-11874,12452,0,60.13,0.0,4037.16,0,0,0,31.07,0.0,0.0,0,0,0,42.27,0.0,0.0
2015-05-21,-0.308724,-32.43461305,-32511.4905,711608.82,679097.3295,0,0,0,130.07,0.0,0.0,-11874,12316,0,59.93,0.0,-3087.24,0,0,0,31.15,0.0,-0.0,0,0,0,42.57,0.0,-0.0
2015-05-20,-0.65307,-32.12588905,-20637.4905,705671.82,685034.3295,0,0,0,130.0,0.0,0.0,-11874,12138,0,59.43,0.0,-6530.7,0,0,0,31.21,0.0,0.0,0,0,0,42.5,0.0,0.0
2015-05-19,-0.617448,-31.47281905,-10900.8105,700803.48,689902.6695,0,0,0,130.69,0.0,0.0,-11874,11945,0,59.02,0.0,-6174.48,0,0,0,31.27,0.0,0.0,0,0,0,41.57,0.0,0.0
2015-05-18,-0.629322,-30.85537105,2398.0695,694154.04,696552.1095,0,0,0,128.38,0.0,0.0,-11874,11948,0,58.46,0.0,-6293.22,0,0,0,30.92,0.0,0.0,0,0,0,42.05,0.0,0.0
2015-05-15,0.724314,-30.22604905,-11138.2905,700922.22,689783.9295,0,0,0,129.07,0.0,0.0,-11874,12056,0,59.03,0.0,7243.14,0,0,0,30.66,0.0,0.0,0,0,0,42.14,0.0,0.0
2015-05-14,-0.273102,-30.95036305,-10425.8505,700566.0,690140.1495,0,0,0,127.41,0.0,0.0,-11874,11961,0,59.0,0.0,-2731.02,0,0,0,30.45,0.0,0.0,0,0,0,42.18,0.0,0.0
2015-05-13,-0.3675003,-30.67726105,23.2695,695341.44,695364.7095,0,0,0,126.15,0.0,0.0,-11874,-11874,-11874,58.56,1537.683,-3675.003,0,0,0,30.29,0.0,0.0,0,0,0,42.05,0.0,0.0
2015-05-12,0.0,-30.30976075,696902.3925,0.0,696902.3925,0,0,0,125.6,0.0,0.0,0,0,0,58.71,0.0,0.0,0,0,0,30.42,0.0,-0.0,0,0,0,42.36,0.0,-0.0
2015-05-11,0.0,-30.30976075,696902.3925,0.0,696902.3925,0,0,0,127.39,0.0,-0.0,0,0,0,59.67,0.0,0.0,0,0,0,30.5,0.0,0.0,0,0,0,42.39,0.0,0.0
2015-05-08,0.0,-30.30976075,696902.3925,0.0,696902.3925,0,0,0,126.68,0.0,0.0,0,0,0,59.44,0.0,0.0,0,0,0,30.5,0.0,0.0,0,0,0,42.23,0.0,0.0
2015-05-07,0.0,-30.30976075,696902.3925,0.0,696902.3925,0,0,0,124.77,0.0,0.0,0,0,0,58.16,0.0,0.0,0,0,0,30.42,0.0,0.0,0,0,0,41.59,0.0,0.0
2015-05-06,0.0,-30.30976075,696902.3925,0.0,696902.3925,0,0,0,126.56,0.0,0.0,0,0,0,58.38,0.0,0.0,0,0,0,30.45,0.0,0.0,0,0,0,41.86,0.0,0.0
2015-05-05,0.0,-30.30976075,696902.3925,0.0,696902.3925,0,0,0,128.15,0.0,-0.0,0,0,0,58.02,0.0,-0.0,0,0,0,30.39,0.0,0.0,0,0,0,41.72,0.0,-0.0
2015-05-04,0.0,-30.30976075,696902.3925,0.0,696902.3925,0,0,0,129.5,0.0,0.0,0,0,0,58.0,0.0,0.0,0,0,0,30.26,0.0,0.0,0,0,0,41.88,0.0,0.0
2015-05-01,-0.0211365,-30.30976075,696902.3925,0.0,696902.3925,0,0,0,126.1,0.0,0.0,0,0,0,56.9,0.0,0.0,0,1155,1155,30.3,142.065,-211.365,0,0,0,41.41,0.0,0.0
2015-04-30,0.01617,-30.28862425,661863.1575,35088.9,696952.0575,0,0,0,128.64,0.0,0.0,0,0,0,56.28,0.0,0.0,-1155,-20535,0,30.38,0.0,161.7,0,0,0,41.83,0.0,-0.0
2015-04-29,-0.3035466,-30.30479425,661239.4575,35400.75,696640.2075,0,0,0,130.16,0.0,-0.0,0,0,0,56.62,0.0,0.0,-1155,20208,20208,30.65,2920.056,-3035.466,0,0,0,42.04,0.0,-0.0
2015-04-28,0.6796043,-30.00124765,26412.1335,663962.04,690374.1735,0,0,0,134.46,0.0,0.0,0,0,0,56.62,0.0,0.0,-21363,-20513,-20513,31.08,2851.307,6796.043,0,0,0,41.87,0.0,0.0
2015-04-27,-0.0833,-30.68085195,667096.4805,26273.5,693369.9805,0,0,0,132.31,0.0,0.0,0,0,0,56.91,0.0,0.0,-850,-20637,0,30.91,0.0,-833.0,0,0,0,42.74,0.0,0.0
2015-04-24,0.0612,-30.59755195,667198.4805,26222.5,693420.9805,0,0,0,130.49,0.0,0.0,0,0,0,57.1,0.0,0.0,-850,-20698,0,30.85,0.0,612.0,0,0,0,42.71,0.0,0.0
2015-04-23,-0.0374,-30.65875195,668099.4805,25772.0,693871.4805,0,0,0,128.3,0.0,0.0,0,0,0,56.52,0.0,0.0,-850,-21085,0,30.32,0.0,-374.0,0,0,0,42.42,0.0,0.0
2015-04-22,-0.01785,-30.62135195,668184.4805,25729.5,693913.9805,0,0,0,126.99,0.0,0.0,0,0,0,56.85,0.0,0.0,-850,-21120,0,30.27,0.0,-178.5,0,0,0,42.72,0.0,-0.0
2015-04-21,-0.02975,-30.60350195,668830.4805,25406.5,694236.9805,0,0,0,128.1,0.0,0.0,0,0,0,57.59,0.0,0.0,-850,-21433,0,29.89,0.0,-297.5,0,0,0,43.42,0.0,0.0
2015-04-20,-0.0647156,-30.57375195,669323.4805,25160.0,694483.4805,0,289,289,125.57,53.176,-290.156,0,0,0,57.81,0.0,0.0,-850,-20440,0,29.6,0.0,-357.0,0,0,0,43.33,0.0,0.0
2015-04-17,0.2224451,-30.50903635,632792.4865,61596.95,694389.4365,-289,2862,2862,125.55,427.869,1756.951,0,0,0,57.75,0.0,-0.0,-850,-7003,0,29.78,0.0,467.5,0,0,0,42.74,0.0,0.0
2015-04-16,0.218561,-30.73148145,268598.7955,423569.78,692168.5755,-3151,2591,0,126.28,0.0,1922.11,0,0,0,58.36,0.0,0.0,-850,-5641,0,30.19,0.0,263.5,0,0,0,43.14,0.0,-0.0
2015-04-15,-0.138498,-30.95004245,267065.5355,424336.41,691401.9455,-3151,2390,0,126.41,0.0,-1512.48,0,0,0,57.75,0.0,0.0,-850,-4647,0,30.61,0.0,127.5,0,0,0,43.28,0.0,0.0
2015-04-14,0.173305,-30.81154445,263551.3555,426093.5,689644.8555,-3151,2279,0,127.0,0.0,1733.05,0,0,0,57.32,0.0,0.0,-850,-3993,0,30.49,0.0,0.0,0,0,0,42.96,0.0,0.0
2015-04-13,0.079625,-30.98484945,254900.6155,430418.87,685319.4855,-3151,2179,0,128.37,0.0,787.75,0,0,0,56.68,0.0,0.0,-850,-3640,0,30.5,0.0,8.5,0,0,0,43.59,0.0,0.0
2015-04-10,-0.173554,-31.06447445,270287.4555,422725.45,693012.9055,-3151,2001,0,125.95,0.0,-1701.54,0,0,0,56.18,0.0,0.0,-850,-3253,0,30.42,0.0,-34.0,0,0,0,42.8,0.0,0.0
2015-04-09,-0.293996,-30.89092045,270849.6555,422444.35,693294.0055,-3151,1910,0,125.85,0.0,-3024.96,0,0,0,55.4,0.0,0.0,-850,-2892,0,30.46,0.0,85.0,0,0,0,42.16,0.0,0.0
2015-04-08,0.111341,-30.59692445,271036.6555,422350.85,693387.5055,-3151,1816,0,125.85,0.0,1291.91,0,0,0,54.94,0.0,0.0,-850,-2325,0,30.35,0.0,-178.5,0,0,0,42.43,0.0,-0.0
2015-04-07,0.4594761,-30.70826545,259297.0755,428220.64,687517.7155,-3151,-2691,-2691,127.64,696.969,4305.761,0,0,0,55.27,0.0,-0.0,-850,-5724,0,30.62,0.0,289.0,0,0,0,41.94,0.0,0.0
2015-04-06,0.17531735,-31.16774155,606882.6845,83036.7,689919.3845,-460,3345,3345,124.47,563.6325,1345.8175,0,0,0,54.5,0.0,0.0,-850,3408,3408,30.33,470.304,407.356,0,0,0,41.68,0.0,0.0
2015-04-02,-0.258105,-31.3430589,78487.991,607609.41,686097.401,-3805,3348,0,125.03,0.0,-4071.35,0,0,0,54.65,0.0,0.0,-4258,3500,0,30.97,0.0,1490.3,0,0,0,41.47,0.0,0.0
2015-04-01,-0.03796,-31.0849539,83322.171,605192.32,688514.491,-3805,3361,0,124.82,0.0,684.9,0,0,0,54.61,0.0,0.0,-4258,3579,0,30.59,0.0,-1064.5,0,0,0,41.46,0.0,-0.0
2015-03-31,1.061778,-31.0469939,69654.951,612025.93,681680.881,-3805,3398,0,126.09,0.0,7381.7,0,0,0,54.41,0.0,0.0,-4258,3688,0,31.06,0.0,3236.08,0,0,0,41.28,0.0,0.0
2015-03-30,-0.556976,-32.1087719,69169.271,612268.77,681438.041,-3805,3394,0,124.05,0.0,-11871.6,0,0,0,54.25,0.0,0.0,-4258,3758,0,32.94,0.0,6301.84,0,0,0,41.52,0.0,0.0
2015-03-27,0.3164158,-31.5517959,66233.991,613736.41,679970.401,-3805,-3383,-3383,124.57,723.962,4159.378,0,0,0,54.5,0.0,0.0,-4258,-3825,-3825,32.82,497.25,-995.22,0,0,0,40.6,0.0,0.0
2015-03-26,0.1100836,-31.8682117,616000.273,65985.47,681985.743,-422,4356,4356,122.76,1184.832,1152.968,0,0,0,54.38,0.0,-0.0,-433,-64,-64,32.75,8.832,-52.132,0,0,0,40.68,0.0,0.0
2015-03-25,1.601813,-31.9782953,48027.177,616892.13,664919.307,-4778,4497,0,126.54,0.0,15815.18,0,0,0,55.34,0.0,-0.0,-369,94,0,33.29,0.0,202.95,0,0,0,41.17,0.0,0.0
2015-03-24,0.23591,-33.5801083,41728.737,620041.35,661770.087,-4778,4513,0,127.23,0.0,2484.56,0,0,0,55.56,0.0,-0.0,-369,118,0,32.89,0.0,-125.46,0,0,0,42.13,0.0,-0.0
2015-03-23,-0.615955,-33.8160183,42514.217,619648.61,662162.827,-4778,4544,0,127.12,0.0,-6259.18,0,0,0,55.99,0.0,0.0,-369,155,0,33.25,0.0,99.63,0,0,0,42.12,0.0,0.0
2015-03-20,0.772229,-33.2000633,31457.637,625176.9,656634.537,-4778,4593,0,128.25,0.0,7644.8,0,0,0,55.81,0.0,0.0,-369,206,0,33.6,0.0,77.49,0,0,0,42.39,0.0,0.0
2015-03-19,0.442433,-33.9722923,27210.997,627300.22,654511.217,-4778,4552,0,128.75,0.0,4634.66,0,0,0,56.15,0.0,-0.0,-369,173,0,32.88,0.0,-210.33,0,0,0,42.05,0.0,0.0
2015-03-18,-0.689527,-34.4147253,44162.777,618824.33,662987.107,-4778,4462,0,127.0,0.0,-6832.54,0,0,0,55.7,0.0,0.0,-369,100,0,32.57,0.0,-62.73,0,0,0,41.45,0.0,0.0
2015-03-17,-0.970927,-33.7251983,53988.037,613911.7,667899.737,-4778,4360,0,125.9,0.0,-9986.02,0,0,0,55.47,0.0,0.0,-369,44,0,33.5,0.0,276.75,0,0,0,41.52,0.0,0.0
2015-03-16,-0.666782,-32.7542713,73497.797,604156.82,677654.617,-4778,4300,0,123.88,0.0,-6498.08,0,0,0,55.63,0.0,0.0,-369,17,0,33.22,0.0,-169.74,0,0,0,41.16,0.0,0.0
2015-03-13,0.4085842,-32.0874893,68727.937,606541.75,675269.687,-4778,4242,0,124.4,0.0,4109.08,0,0,0,55.52,0.0,-0.0,-369,-9,-9,32.95,1.278,-23.238,0,0,0,40.96,0.0,-0.0
2015-03-12,-1.0730839,-32.4960735,89206.605,596154.78,685361.385,-4778,4224,0,122.31,0.0,-10559.38,0,0,0,54.98,0.0,0.0,-360,-61,-61,32.66,8.479,-171.459,0,0,0,40.99,0.0,0.0
2015-03-11,1.063042,-31.4229896,68452.824,605539.78,673992.604,-4778,4353,0,124.75,0.0,10846.06,0,0,0,54.4,0.0,0.0,-299,-70,-70,31.72,9.52,-215.64,0,0,0,40.79,0.0,0.0
2015-03-10,1.26007145,-32.4860316,54806.044,611257.73,666063.774,-4778,4452,0,126.41,0.0,12566.14,0,0,0,55.43,0.0,-0.0,-229,-41,-41,31.75,6.3755,34.5745,0,0,0,41.22,0.0,-0.0
2015-03-09,-0.2698938,-33.74610305,41415.1695,617305.48,658720.6495,-4778,4514,0,127.96,0.0,-2580.12,0,0,0,55.86,0.0,0.0,-188,-14,-14,31.45,1.778,-118.818,0,0,0,41.54,0.0,0.0
2015-03-06,-0.092933,-33.47620925,37805.7275,618890.94,656696.6675,-4778,4526,0,128.4,0.0,-907.82,0,0,0,55.75,0.0,0.0,-174,-30,-30,31.01,4.11,-21.51,0,0,0,41.95,0.0,-0.0
2015-03-05,1.01179735,-33.38327625,37048.8575,618806.28,655855.1375,-4778,4541,0,128.58,0.0,10177.14,0,0,0,55.56,0.0,0.0,-144,-13,-13,30.91,1.6965,-59.1665,0,0,0,41.99,0.0,0.0
2015-03-04,0.388914,-34.3950736,32556.624,620852.33,653408.954,-4778,4552,0,129.1,0.0,3917.96,0,0,0,55.29,0.0,0.0,-131,3,0,30.63,0.0,-28.82,0,0,0,41.95,0.0,0.0
2015-03-03,-0.1293974,-34.7839876,33915.424,620172.93,654088.354,-4778,4553,0,128.96,0.0,-1290.06,0,0,0,55.28,0.0,0.0,-131,-16,-16,30.55,2.984,-3.914,0,0,0,42.45,0.0,-0.0
2015-03-02,-0.3161228,-34.6545902,31884.368,620945.55,652829.918,-4778,4577,0,129.25,0.0,-3010.14,0,0,0,55.19,0.0,0.0,-115,-37,-37,29.47,5.328,-151.088,0,0,0,42.34,0.0,0.0
2015-02-27,0.9291638,-34.3384674,25948.806,623370.8,649319.606,-4778,4535,0,130.0,0.0,9364.88,0,0,0,54.95,0.0,0.0,-78,-78,-78,28.6,10.842,-73.242,0,0,0,42.3,0.0,-0.0
2015-02-26,-0.778814,-35.2676312,39848.768,615310.84,655159.608,-4778,4573,0,128.78,0.0,-7788.14,0,0,0,54.78,0.0,0.0,0,0,0,29.2,0.0,0.0,0,0,0,42.23,0.0,0.0
2015-02-25,1.614964,-34.4888172,13283.088,628593.68,641876.768,-4778,4728,0,131.56,0.0,16149.64,0,0,0,54.76,0.0,0.0,0,0,0,29.23,0.0,-0.0,0,0,0,42.34,0.0,0.0
2015-02-24,0.2403334,-36.1037812,95.808,635187.32,635283.128,-4778,-4778,-4778,132.94,1275.726,2403.334,0,0,0,54.52,0.0,0.0,0,0,0,31.2,0.0,-0.0,0,0,0,41.62,0.0,0.0
2015-02-23,0.0,-36.3441146,636558.854,0.0,636558.854,0,0,0,130.02,0.0,0.0,0,0,0,55.2,0.0,-0.0,0,0,0,29.74,0.0,0.0,0,0,0,41.89,0.0,-0.0
